Station_ID,Station_Name,Basin,Year,Month,pr_mm_month,N_Valid_Days
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2002,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2002,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2002,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2002,10,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2002,11,15.4,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2002,12,107.7,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,1,37.6,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,2,167.7,28
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,3,106.4,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,4,18.1,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,5,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,10,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,11,17.7,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2003,12,44.4,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,1,100.3,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,2,15.7,29
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,3,17.4,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,4,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,5,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,10,7.6,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,11,77.1,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2004,12,22.5,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,1,65.9,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,2,59.3,28
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,3,12.2,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,4,1.5,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,5,2.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,10,1.1,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,11,22.8,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2005,12,61.1,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,1,49.8,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,2,42.5,28
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,3,1.9,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,4,90.3,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,5,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,10,42.4,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,11,2.2,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2006,12,48.9,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,1,44.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,2,46.9,28
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,3,54.5,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,4,24.3,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,5,0.1,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,10,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,11,29.6,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2007,12,25.5,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,1,24.5,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,2,50.7,29
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,3,5.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,4,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,5,9.8,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,10,15.8,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,11,3.2,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2008,12,35.1,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,1,6.7,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,2,136.4,28
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,3,26.7,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,4,10.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,5,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,10,5.5,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,11,39.8,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2009,12,45.6,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,1,41.8,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,2,73.4,28
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,3,15.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,4,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,5,1.4,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,10,0.9,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,11,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2010,12,28.4,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,1,44.2,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,2,25.1,28
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,3,42.4,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,4,24.9,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,5,8.8,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,10,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,11,45.2,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2011,12,7.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,1,96.5,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,2,46.2,29
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,3,36.7,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,4,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,5,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,10,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,11,35.8,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2012,12,31.2,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,1,122.1,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,2,38.2,28
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,3,1.5,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,4,16.4,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,5,3.6,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,10,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,11,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2013,12,136.7,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,1,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,2,1.0,28
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,3,65.5,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,4,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,5,41.9,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,6,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,7,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,8,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,9,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,10,0.0,31
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,11,0.0,30
AL0010,DEIR ALLA AGR. STATION,JORDAN VALLY (JORDAN),2014,12,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,1,0.6,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,2,18.8,28
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,3,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,4,1.3,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,5,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,10,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,11,6.7,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1995,12,13.2,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,1,52.4,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,2,2.2,29
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,3,32.6,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,4,3.4,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,5,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,10,6.1,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,11,11.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1996,12,18.6,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,1,59.8,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,2,41.9,28
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,3,33.3,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,4,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,5,0.8,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,10,22.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,11,3.7,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1997,12,41.2,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,1,36.4,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,2,19.6,28
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,3,25.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,4,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,5,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,10,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,11,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1998,12,5.8,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,1,10.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,2,30.8,28
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,3,0.7,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,4,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,5,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,10,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,11,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),1999,12,1.5,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,1,35.1,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,2,12.3,29
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,3,24.5,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,4,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,5,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,10,7.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,11,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2000,12,41.1,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,1,23.4,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,2,21.4,28
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,3,4.2,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,4,9.2,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,5,6.5,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,10,5.1,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,11,25.5,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2001,12,36.7,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,1,47.5,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,2,18.7,28
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,3,32.4,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,4,8.7,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,5,0.6,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,10,3.7,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,11,18.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2002,12,61.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,1,23.8,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,2,56.9,28
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,3,32.5,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,4,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,5,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,10,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,11,7.2,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2003,12,69.3,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,1,13.9,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,2,32.4,29
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,3,1.6,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,4,0.2,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,5,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,10,1.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,11,36.6,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2004,12,24.5,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,1,33.1,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,2,37.4,28
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,3,13.7,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,4,2.3,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,5,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,10,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,11,5.6,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2005,12,40.9,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,1,16.4,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,2,45.7,28
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,3,2.8,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,4,35.5,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,5,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,10,5.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,11,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2006,12,35.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,1,65.7,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,2,24.2,28
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,3,26.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,4,10.6,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,5,0.5,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,8,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,9,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,10,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,11,8.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2007,12,14.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2008,1,60.7,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2008,2,55.0,29
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2008,3,0.8,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2008,4,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2008,5,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2008,6,0.0,30
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2008,7,0.0,31
AL0016,RUSEIFA,AMMAN ZARQA (JORDAN),2008,8,0.0,31
